1894,1979-11-12T00:00:00
1895,1979-08-08T00:00:00
1709,1975-04-03T00:00:00
1710,1978-05-13T00:00:00
1711,1976-05-29T00:00:00
1712,1976-06-12T00:00:00
1713,1977-01-26T00:00:00
1714,1977-02-01T00:00:00
1715,1975-11-18T00:00:00
1716,1979-01-23T00:00:00
1717,1978-06-19T00:00:00
1718,1977-10-13T00:00:00
1719,1976-09-28T00:00:00
1720,1977-06-15T00:00:00
1721,1975-04-16T00:00:00
1722,1975-06-25T00:00:00
1495,1976-04-25T00:00:00
1496,1975-10-23T00:00:00
1497,1976-09-25T00:00:00
1498,1975-03-19T00:00:00
1499,1976-02-11T00:00:00
1500,1976-05-18T00:00:00
1501,1977-02-26T00:00:00
1502,1975-03-09T00:00:00
1503,1979-05-24T00:00:00
1504,1976-03-27T00:00:00
1505,1974-11-03T00:00:00
1506,1975-05-01T00:00:00
1507,1974-07-18T00:00:00
1508,1976-10-30T00:00:00
947,1975-06-07T00:00:00
948,1974-03-22T00:00:00
949,1976-12-11T00:00:00
950,1977-02-20T00:00:00
951,1975-07-20T00:00:00
952,1976-08-12T00:00:00
953,1975-11-04T00:00:00
954,1974-06-12T00:00:00
955,1976-02-25T00:00:00
956,1975-07-14T00:00:00
957,1974-07-25T00:00:00
958,1975-03-21T00:00:00
977,1978-08-23T00:00:00
978,1977-06-09T00:00:00
693,1975-07-26T00:00:00
686,1974-09-07T00:00:00
711,1974-11-05T00:00:00
739,1974-09-17T00:00:00
708,1976-05-19T00:00:00
735,1973-06-08T00:00:00
757,1973-09-03T00:00:00
704,1972-02-06T00:00:00
709,1972-08-14T00:00:00
703,1972-10-04T00:00:00
718,1974-09-22T00:00:00
685,1972-10-11T00:00:00
722,1973-12-04T00:00:00
677,1972-07-17T00:00:00
299,1973-01-10T00:00:00
467,1973-03-23T00:00:00
255,1972-10-05T00:00:00
923,1973-05-18T00:00:00
436,1973-02-07T00:00:00
412,1973-01-30T00:00:00
441,1973-04-20T00:00:00
258,1972-03-05T00:00:00
376,1971-09-23T00:00:00
224,1971-10-20T00:00:00
435,1971-02-06T00:00:00
234,1972-07-15T00:00:00
147,1973-01-30T00:00:00
212,1972-10-10T00:00:00
185,1973-03-01T00:00:00
762,1972-03-22T00:00:00
358,1971-07-18T00:00:00
469,1972-11-29T00:00:00
375,1971-03-12T00:00:00
384,1971-07-17T00:00:00
310,1971-06-28T00:00:00
452,1971-11-23T00:00:00
915,1971-06-20T00:00:00
283,1970-12-03T00:00:00
275,1971-04-20T00:00:00
248,1970-09-03T00:00:00
143,1971-09-12T00:00:00
321,1970-09-19T00:00:00
406,1972-03-06T00:00:00
297,1970-02-08T00:00:00
363,1969-08-17T00:00:00
754,1970-10-14T00:00:00
111,1970-05-05T00:00:00
339,1969-12-19T00:00:00
1005,1970-04-16T00:00:00
103,1970-01-07T00:00:00
221,1970-09-08T00:00:00
228,1970-02-22T00:00:00
109,1970-08-25T00:00:00
114,1971-05-05T00:00:00
179,1970-12-10T00:00:00
907,1970-02-01T00:00:00
913,1969-03-14T00:00:00
72,1970-10-09T00:00:00
182,1969-05-01T00:00:00
87,1966-06-25T00:00:00
120,1969-03-31T00:00:00
475,1969-09-17T00:00:00
26,1969-01-19T00:00:00
1855,1969-04-14T00:00:00
278,1968-08-01T00:00:00
183,1969-04-06T00:00:00
210,1970-05-20T00:00:00
21,1967-11-15T00:00:00
905,1969-03-25T00:00:00
1101,1969-04-04T00:00:00
934,1967-06-21T00:00:00
56,1968-07-23T00:00:00
51,1969-03-09T00:00:00
192,1968-09-05T00:00:00
383,1968-05-25T00:00:00
280,1968-01-05T00:00:00
1489,1968-11-14T00:00:00
77260,1966-04-09T00:00:00
416,1968-05-26T00:00:00
716,1966-11-13T00:00:00
238,1968-03-19T00:00:00
77251,1967-01-13T00:00:00
919,1968-02-27T00:00:00
77496,1968-06-19T00:00:00
442,1967-04-03T00:00:00
198,1966-10-17T00:00:00
251,1968-02-02T00:00:00
779,1967-05-28T00:00:00
462,1968-03-31T00:00:00
351,1967-01-29T00:00:00
45,1967-05-27T00:00:00
1839,1967-11-04T00:00:00
67,1967-03-27T00:00:00
71,1966-05-14T00:00:00
98,1968-01-20T00:00:00
302,1967-03-20T00:00:00
78197,1965-05-19T00:00:00
896,1966-09-01T00:00:00
330,1966-05-17T00:00:00
22,1966-08-23T00:00:00
293,1965-07-16T00:00:00
356,1966-01-20T00:00:00
782,1965-06-30T00:00:00
765,1966-09-29T00:00:00
897,1965-06-04T00:00:00
364,1967-10-05T00:00:00
938,1965-05-10T00:00:00
335,1967-01-08T00:00:00
781,1965-08-29T00:00:00
265,1965-07-04T00:00:00
81,1965-12-17T00:00:00
105,1965-09-09T00:00:00
764,1965-08-06T00:00:00
288,1964-05-28T00:00:00
77054,1965-04-22T00:00:00
199,1964-03-05T00:00:00
937,1965-09-25T00:00:00
181,1965-03-08T00:00:00
134,1966-03-04T00:00:00
178,1964-11-21T00:00:00
365,1966-10-10T00:00:00
270,1965-07-04T00:00:00
397,1965-08-24T00:00:00
177,1965-01-09T00:00:00
341,1964-12-17T00:00:00
76748,1965-04-26T00:00:00
921,1965-10-19T00:00:00
83362,
78463,1965-05-13T00:00:00
456,1964-06-27T00:00:00
78440,1964-08-18T00:00:00
76138,1963-12-14T00:00:00
78293,1964-11-28T00:00:00
166,1964-01-20T00:00:00
78110,1962-12-17T00:00:00
1008,1963-09-28T00:00:00
927,1964-05-16T00:00:00
78554,1966-10-26T00:00:00
78465,1964-01-06T00:00:00
76158,1964-05-14T00:00:00
121,1962-08-05T00:00:00
47,1964-06-09T00:00:00
104,1964-11-22T00:00:00
1365,1963-06-04T00:00:00
402,1963-05-17T00:00:00
170,1962-01-04T00:00:00
904,1963-07-30T00:00:00
96,1963-01-21T00:00:00
891,1963-12-18T00:00:00
291,1963-03-27T00:00:00
77361,1962-12-28T00:00:00
76869,1964-10-11T00:00:00
252,1963-07-24T00:00:00
77076,1962-07-19T00:00:00
